state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
Maharashtra,Khairthal,NO2,22.8,455.4,106.8,133,Unhealthy for Sensitive Groups,32.7,49.5,21.2
Assam,Noida,OZONE,11.6,72.4,35.4,30,Good,28.0,33.0,26.4
Assam,Kishanganj,NH3,104.6,469.9,253.0,288,Very Unhealthy,34.7,71.5,27.7
Odisha,Panchkula,PM2.5,22.4,342.4,24.9,8,Good,30.6,71.7,16.8
Nagaland,Ludhiana,PM2.5,148.1,395.8,239.3,252,Very Unhealthy,26.8,52.1,28.9
Odisha,Jhunjhunu,SO2,38.4,321.6,190.0,162,Unhealthy,24.5,66.5,14.5
Chhattisgarh,Patiala,OZONE,93.7,448.1,99.1,90,Moderate,28.7,58.3,10.3
Odisha,Khurja,PM10,109.6,254.7,169.8,177,Unhealthy,27.8,70.2,5.3
Karnataka,Vadodara,NO2,162.8,444.7,245.6,291,Very Unhealthy,32.6,35.5,27.7
Gujarat,Manesar,CO,24.4,382.7,64.0,60,Moderate,37.5,71.4,15.5
Mizoram,Fatehabad,OZONE,13.0,287.5,36.1,10,Good,24.4,76.8,23.9
Tamil Nadu,Araria,CO,31.7,461.5,65.7,58,Moderate,31.4,93.2,28.2
Meghalaya,Jhunjhunu,OZONE,129.2,368.6,186.5,192,Unhealthy,28.1,39.3,26.6
Chhattisgarh,Bileipada,PM10,8.1,336.1,28.2,18,Good,26.6,79.9,28.3
Madhya Pradesh,Araria,NO2,11.8,204.4,53.2,53,Moderate,34.3,69.4,10.1
Tripura,Delhi,OZONE,4.3,138.6,43.2,27,Good,19.9,56.3,1.5
Sikkim,Modinagar,PM10,3.1,449.1,26.3,22,Good,36.5,52.7,6.5
Telangana,Narnaul,CO,122.6,334.6,218.8,230,Very Unhealthy,17.5,31.5,22.1
Chandigarh,Jaipur,OZONE,35.3,246.9,153.5,158,Unhealthy,25.9,45.0,28.6
Arunachal Pradesh,Pithampur,CO,211.4,432.8,232.0,251,Very Unhealthy,17.9,36.0,17.8
Gujarat,Jalandhar,NO2,54.4,360.4,72.7,98,Moderate,34.1,85.5,26.5
Telangana,Satara,PM10,136.0,405.9,155.2,162,Unhealthy,33.9,87.7,2.6
Meghalaya,Guntur,PM2.5,9.2,317.7,28.0,40,Good,32.4,46.6,6.9
Assam,Bhiwani,PM2.5,27.8,199.7,43.3,0,Good,27.0,65.4,24.3
Punjab,Mandi Gobindgarh,NO2,62.7,445.2,112.0,141,Unhealthy for Sensitive Groups,27.1,91.9,9.5
Haryana,Dausa,OZONE,1.3,305.2,170.2,161,Unhealthy,38.1,44.3,26.9
Sikkim,Guntur,PM2.5,36.3,433.1,219.9,216,Very Unhealthy,17.6,82.2,8.8
Madhya Pradesh,Raipur,OZONE,57.3,113.9,97.9,83,Moderate,30.5,72.2,11.2
Jammu and Kashmir,Katihar,PM2.5,5.8,294.4,10.2,4,Good,16.6,80.7,1.6
Telangana,Chandigarh,NO2,33.3,132.2,45.3,37,Good,19.5,79.7,16.2
Sikkim,Ulhasnagar,CO,197.2,468.6,264.5,233,Very Unhealthy,15.3,69.9,2.2
Kerala,Modinagar,SO2,114.4,189.3,148.0,127,Unhealthy for Sensitive Groups,25.7,58.2,28.0
Tripura,Talcher,NO2,0.4,5.2,1.6,19,Good,26.9,42.4,10.9
Kerala,Thrissur,CO,87.0,337.8,187.2,165,Unhealthy,39.4,44.3,20.0
Chhattisgarh,Brajrajnagar,PM10,13.2,89.0,36.2,24,Good,26.6,65.6,5.8
Nagaland,Chittoor,PM10,137.0,359.8,226.0,241,Very Unhealthy,38.6,68.2,29.9
Kerala,Siwan,OZONE,82.3,132.1,92.5,80,Moderate,27.5,72.1,16.6
Uttarakhand,Moradabad,OZONE,206.2,237.4,218.5,255,Very Unhealthy,32.5,60.8,8.1
Delhi,Rajamahendravaram,SO2,197.6,308.2,242.7,216,Very Unhealthy,26.9,39.1,26.1
Puducherry,Jalandhar,NO2,76.4,198.4,87.0,74,Moderate,16.2,70.7,18.4
Andhra Pradesh,Ratlam,NO2,47.6,427.3,52.1,75,Moderate,25.6,48.6,25.6
Puducherry,Kollam,CO,11.9,136.5,93.9,85,Moderate,39.5,83.3,11.6
Chhattisgarh,Thrissur,NH3,147.4,346.3,238.0,244,Very Unhealthy,39.7,63.3,1.2
Telangana,Ratlam,PM2.5,8.3,392.3,260.9,225,Very Unhealthy,20.8,74.1,21.1
Rajasthan,Panchkula,PM10,1.4,340.3,3.1,35,Good,35.9,46.3,27.9
Haryana,Nellore,NO2,43.8,264.1,100.7,372,Hazardous,34.6,34.1,10.6
Tripura,Rourkela,NO2,75.9,366.3,199.3,186,Unhealthy,38.5,55.3,11.9
Puducherry,Rupnagar,NH3,4.8,240.1,33.4,23,Good,30.3,33.9,20.8
Haryana,Kurukshetra,CO,31.3,251.1,42.4,13,Good,24.4,77.0,18.4
Haryana,Jalgaon,PM10,0.9,196.0,13.5,15,Good,38.7,32.7,24.3
Himachal Pradesh,Badlapur,SO2,5.3,141.8,79.3,100,Moderate,23.0,44.7,3.2
Uttarakhand,Bhiwani,PM10,21.5,418.6,46.5,48,Good,16.7,66.7,28.6
Bihar,Bhiwadi,CO,44.7,144.9,123.4,148,Unhealthy for Sensitive Groups,25.6,38.5,22.5
West Bengal,Gandhinagar,NO2,23.6,320.0,54.2,77,Moderate,37.7,36.5,11.7
Andhra Pradesh,Hyderabad,PM10,3.2,302.4,191.4,193,Unhealthy,36.8,71.2,14.1
Uttar Pradesh,Amritsar,NO2,132.0,453.3,139.9,106,Unhealthy for Sensitive Groups,15.8,71.7,12.6
Madhya Pradesh,Bhubaneswar,NO2,10.6,358.7,70.7,73,Moderate,21.0,44.7,27.2
Chandigarh,Jabalpur,OZONE,13.4,175.4,26.2,48,Good,27.6,73.2,0.3
West Bengal,Suakati,CO,29.1,438.5,247.1,236,Very Unhealthy,39.3,55.0,2.0
Punjab,Thrissur,PM10,31.0,418.1,141.5,130,Unhealthy for Sensitive Groups,25.4,35.7,18.3
Maharashtra,Sivasagar,PM2.5,18.7,498.0,134.2,113,Unhealthy for Sensitive Groups,17.4,54.7,9.2
Telangana,Jalandhar,NO2,44.2,489.2,47.4,23,Good,30.8,93.2,26.1
Meghalaya,Maihar,SO2,4.5,150.9,27.3,31,Good,32.0,57.8,19.1
Punjab,Delhi,NH3,2.4,458.4,144.2,136,Unhealthy for Sensitive Groups,20.2,87.9,13.3
Arunachal Pradesh,Manguraha,OZONE,208.2,267.3,262.7,216,Very Unhealthy,36.8,75.0,21.9
Jammu and Kashmir,Dewas,SO2,2.1,178.0,129.2,135,Unhealthy for Sensitive Groups,23.5,38.1,13.9
Jammu and Kashmir,Latur,OZONE,137.2,489.6,140.8,137,Unhealthy for Sensitive Groups,25.5,72.1,17.2
Mizoram,Karauli,PM2.5,157.6,392.6,196.0,160,Unhealthy,17.0,70.8,17.8
Jammu and Kashmir,Chikkaballapur,OZONE,16.6,405.5,19.2,18,Good,33.3,43.9,8.6
Tripura,Srinagar,CO,15.7,483.9,31.7,0,Good,35.0,56.5,19.0
Rajasthan,Boisar,NO2,22.2,222.2,91.0,65,Moderate,16.8,54.4,22.4
Punjab,Firozabad,OZONE,54.6,345.0,185.5,158,Unhealthy,22.9,89.8,23.9
Sikkim,Dewas,PM2.5,18.2,291.5,84.9,94,Moderate,28.4,88.4,8.5
Andhra Pradesh,Kohima,PM10,130.8,445.8,243.2,207,Very Unhealthy,25.6,41.2,24.4
Assam,Gadag,PM10,47.7,446.3,102.2,123,Unhealthy for Sensitive Groups,32.6,31.2,0.1
Assam,Delhi,NO2,131.5,376.2,223.7,215,Very Unhealthy,27.5,43.5,12.7
Kerala,Vadodara,NO2,19.0,459.6,74.9,75,Moderate,35.4,35.6,28.9
West Bengal,Churu,SO2,3.3,345.1,196.6,162,Unhealthy,32.0,71.4,4.6
Haryana,Bileipada,PM2.5,90.1,331.9,115.7,134,Unhealthy for Sensitive Groups,31.8,89.9,1.8
Maharashtra,Mandi Gobindgarh,CO,26.2,414.3,194.9,168,Unhealthy,26.0,85.4,28.6
Kerala,Bhiwani,SO2,141.5,479.1,163.8,199,Unhealthy,29.0,59.3,22.4
Bihar,Dholpur,PM10,86.5,365.6,200.5,414,Hazardous,28.1,92.3,9.0
Nagaland,Bagalkot,PM10,19.7,72.5,19.8,27,Good,30.1,34.3,5.0
Haryana,Thrissur,OZONE,174.7,463.1,180.7,185,Unhealthy,26.1,67.0,10.8
Karnataka,Bileipada,SO2,34.7,106.5,58.3,75,Moderate,38.5,47.6,7.8
Puducherry,Sangli,SO2,150.2,341.7,214.9,218,Very Unhealthy,17.3,37.9,21.3
Himachal Pradesh,Bileipada,PM10,129.3,372.7,226.7,257,Very Unhealthy,30.6,70.2,27.6
Bihar,Siwan,OZONE,253.6,398.3,263.7,213,Very Unhealthy,37.0,70.5,16.4
West Bengal,Khurja,NH3,177.2,401.5,259.0,248,Very Unhealthy,35.6,77.2,8.0
Meghalaya,Begusarai,PM10,74.9,456.4,92.6,80,Moderate,20.7,92.8,10.9
Odisha,Satna,PM10,46.1,261.1,63.0,86,Moderate,22.8,76.4,23.2
Meghalaya,Kohima,SO2,10.5,66.0,12.8,49,Good,34.0,37.5,10.4
Kerala,Dharwad,NO2,62.4,425.6,252.7,273,Very Unhealthy,31.0,36.6,15.0
Assam,Modinagar,CO,17.2,467.4,148.5,106,Unhealthy for Sensitive Groups,28.9,89.7,27.3
Tamil Nadu,Lucknow,PM2.5,130.0,353.8,233.7,216,Very Unhealthy,23.7,61.2,29.4
Odisha,Chittorgarh,CO,31.4,109.0,77.9,75,Moderate,17.3,42.6,3.0
Maharashtra,Pampore,OZONE,179.5,491.1,199.7,164,Unhealthy,22.0,89.5,28.8
Haryana,Delhi,NH3,8.1,426.1,20.0,49,Good,34.3,38.1,6.2
Odisha,Dombivli,OZONE,10.6,447.2,57.3,90,Moderate,35.5,45.5,9.7
Mizoram,Kannur,PM10,20.2,187.7,26.7,32,Good,36.0,52.4,28.8
West Bengal,Korba,SO2,101.5,445.1,131.7,133,Unhealthy for Sensitive Groups,32.1,74.3,4.4
Himachal Pradesh,Jhalawar,PM10,220.8,474.6,224.2,210,Very Unhealthy,26.1,72.6,17.5
Mizoram,Singrauli,PM10,218.9,352.1,262.1,237,Very Unhealthy,34.6,90.5,19.1
Himachal Pradesh,Kollam,PM10,22.4,185.2,45.2,34,Good,19.4,55.1,5.5
Odisha,Vapi,OZONE,109.2,258.9,138.6,106,Unhealthy for Sensitive Groups,34.3,50.2,16.7
Jammu and Kashmir,Bhiwandi,SO2,17.0,432.1,159.1,175,Unhealthy,39.8,86.0,11.6
Chhattisgarh,Mandikhera,OZONE,90.6,231.4,170.8,180,Unhealthy,24.3,68.5,9.7
Jharkhand,Gummidipoondi,NH3,123.6,261.7,177.3,160,Unhealthy,38.7,36.5,7.4
Madhya Pradesh,Chamarajanagar,PM2.5,25.1,271.0,93.7,83,Moderate,16.4,35.9,8.9
Uttar Pradesh,Vrindavan,PM10,130.4,392.4,141.9,119,Unhealthy for Sensitive Groups,27.6,81.2,21.1
Chhattisgarh,Bareilly,PM2.5,49.5,466.5,61.3,65,Moderate,30.2,64.0,0.5
Jammu and Kashmir,Bulandshahr,OZONE,87.1,244.8,175.9,165,Unhealthy,39.5,40.4,11.2
Haryana,Bhiwani,PM2.5,21.8,234.6,72.1,66,Moderate,28.2,49.5,7.3
Maharashtra,Mehsana,CO,83.0,316.0,164.5,154,Unhealthy,15.0,70.5,21.6
Bihar,Pimpri-Chinchwad,NH3,20.3,251.3,98.1,96,Moderate,28.8,58.4,25.5
Nagaland,Charkhi Dadri,OZONE,6.6,57.1,46.9,23,Good,20.4,35.7,3.2
Arunachal Pradesh,Munger,NH3,38.3,310.0,75.5,53,Moderate,28.6,30.2,22.1
Madhya Pradesh,Rohtak,NO2,28.5,225.0,142.0,149,Unhealthy for Sensitive Groups,19.2,89.7,26.7
Rajasthan,Bhubaneswar,NO2,10.6,106.0,20.7,21,Good,35.3,88.5,3.5
Madhya Pradesh,Ajmer,NH3,7.3,258.4,23.9,16,Good,18.7,82.1,26.0
Punjab,Sangli,NH3,6.9,315.8,137.2,106,Unhealthy for Sensitive Groups,19.4,82.3,17.1
Madhya Pradesh,Amaravati,PM10,184.4,426.2,208.8,263,Very Unhealthy,24.4,56.2,15.5
Karnataka,Dhanbad,NH3,183.6,324.4,238.2,259,Very Unhealthy,39.5,90.4,27.8
Mizoram,Bathinda,SO2,4.9,477.4,11.3,46,Good,15.4,65.3,18.5
Nagaland,Hubballi,NO2,234.2,455.6,236.8,296,Very Unhealthy,24.9,70.3,29.2
Tamil Nadu,Tumidih,PM2.5,31.0,229.7,46.4,32,Good,23.7,62.1,8.0
Karnataka,Naharlagun,PM2.5,30.7,495.3,136.5,124,Unhealthy for Sensitive Groups,36.6,50.4,26.6
Jammu and Kashmir,Bhopal,PM10,0.7,380.1,75.8,74,Moderate,34.7,56.8,6.9
Puducherry,Balasore,SO2,7.1,304.4,139.1,131,Unhealthy for Sensitive Groups,22.6,56.9,8.3
Nagaland,Vijayawada,PM10,115.9,272.2,206.7,276,Very Unhealthy,31.6,92.1,22.7
Delhi,Visakhapatnam,CO,9.2,482.7,140.4,141,Unhealthy for Sensitive Groups,38.2,44.5,3.8
Madhya Pradesh,Keonjhar,CO,77.0,474.1,136.2,112,Unhealthy for Sensitive Groups,18.8,33.0,6.0
Chandigarh,Virar,PM10,178.1,333.9,250.1,242,Very Unhealthy,26.5,81.7,1.5
Delhi,Nanded,PM2.5,131.2,496.4,150.2,414,Hazardous,16.7,51.7,16.1
Bihar,Kunjemura,CO,0.1,253.4,0.2,43,Good,27.3,63.5,3.4
Uttar Pradesh,Dhanbad,OZONE,67.4,258.1,134.8,115,Unhealthy for Sensitive Groups,17.9,34.0,5.7
Uttar Pradesh,Hubballi,SO2,9.3,124.9,17.7,41,Good,32.1,41.2,17.7
Andhra Pradesh,Hubballi,SO2,19.2,364.8,66.4,54,Moderate,21.8,45.1,6.4
Uttar Pradesh,Gandhinagar,NH3,108.7,463.8,223.3,259,Very Unhealthy,37.6,75.8,7.5
Nagaland,Baghpat,OZONE,51.9,430.6,163.5,185,Unhealthy,28.5,54.7,16.8
Jammu and Kashmir,Kalaburagi,CO,31.6,184.0,107.2,129,Unhealthy for Sensitive Groups,33.5,53.1,22.1
Kerala,Panipat,NH3,83.0,321.1,217.8,271,Very Unhealthy,16.9,44.8,2.4
Sikkim,Shillong,PM2.5,144.8,303.3,237.5,203,Very Unhealthy,34.5,78.7,12.9
Tamil Nadu,Jalna,OZONE,147.7,256.4,223.1,273,Very Unhealthy,27.9,68.7,21.9
Jammu and Kashmir,Korba,PM2.5,83.5,367.6,232.3,225,Very Unhealthy,21.6,65.2,17.9
Maharashtra,Bareilly,OZONE,117.4,290.8,153.4,163,Unhealthy,24.5,77.6,28.3
Chhattisgarh,Guwahati,NO2,44.2,183.2,92.5,61,Moderate,17.4,73.9,8.0
Odisha,Haldia,NH3,9.4,428.4,156.9,172,Unhealthy,36.6,46.8,7.7
Haryana,Khairthal,CO,45.5,335.4,127.9,138,Unhealthy for Sensitive Groups,19.8,79.9,23.0
Rajasthan,Delhi,NH3,30.4,442.3,96.7,92,Moderate,34.6,76.2,2.1
West Bengal,Madikeri,CO,12.2,143.3,26.9,22,Good,26.4,88.1,0.6
Jammu and Kashmir,Damoh,OZONE,145.5,471.3,148.8,125,Unhealthy for Sensitive Groups,20.9,52.3,17.3
Gujarat,Hapur,OZONE,173.8,269.7,235.6,230,Very Unhealthy,37.2,39.1,18.9
Chandigarh,Khora,CO,131.2,397.2,252.8,288,Very Unhealthy,20.1,39.7,15.9
Delhi,Sri Ganganagar,NO2,2.5,97.8,9.1,13,Good,28.4,41.3,13.4
Uttarakhand,Nagpur,PM10,92.8,404.8,222.9,247,Very Unhealthy,38.4,33.3,29.2
West Bengal,Kadapa,NO2,100.2,214.8,122.8,117,Unhealthy for Sensitive Groups,27.2,84.9,13.7
Gujarat,Rourkela,SO2,9.8,383.7,238.2,296,Very Unhealthy,19.6,70.7,2.6
Arunachal Pradesh,Machilipatnam,PM10,152.0,205.3,156.8,176,Unhealthy,40.0,46.6,14.3
West Bengal,Rajkot,NH3,61.3,291.8,206.6,209,Very Unhealthy,27.2,93.0,22.0
Punjab,Jaisalmer,OZONE,7.6,487.4,61.2,80,Moderate,38.1,77.7,6.4
Assam,Virar,NH3,22.7,258.2,74.3,96,Moderate,38.6,58.0,28.5
Himachal Pradesh,Narnaul,CO,7.1,347.0,182.9,168,Unhealthy,16.3,54.1,4.3
Tamil Nadu,Bareilly,SO2,16.4,415.4,74.5,68,Moderate,38.2,69.1,26.8
Mizoram,Thiruvananthapuram,NH3,43.1,385.8,133.3,137,Unhealthy for Sensitive Groups,35.2,47.0,28.5
Nagaland,Hingoli,PM2.5,31.0,376.7,86.8,63,Moderate,35.5,59.5,17.9
Tripura,Ulhasnagar,PM10,171.6,490.7,190.9,178,Unhealthy,16.3,77.6,17.8
Arunachal Pradesh,Shivamogga,NO2,51.3,210.4,177.8,165,Unhealthy,28.8,91.4,23.3
Himachal Pradesh,Jalore,NO2,172.7,321.8,172.9,162,Unhealthy,39.9,76.4,2.6
Odisha,Khurja,NO2,15.7,137.0,98.4,90,Moderate,36.7,52.8,29.4
Telangana,Gummidipoondi,SO2,78.4,130.5,93.4,74,Moderate,39.7,71.3,17.0
Tamil Nadu,Chittoor,PM10,185.8,479.0,213.7,228,Very Unhealthy,20.2,55.6,18.1
Odisha,Pune,PM2.5,118.3,322.6,239.4,240,Very Unhealthy,31.8,47.2,3.2
Andhra Pradesh,Siwan,SO2,26.1,353.6,35.3,30,Good,24.9,43.0,11.9
Sikkim,Jalandhar,NH3,50.2,146.8,98.3,61,Moderate,18.1,37.2,22.6
Karnataka,Boisar,PM10,3.1,275.8,169.0,164,Unhealthy,22.3,73.8,1.2
Arunachal Pradesh,Beed,OZONE,30.9,150.2,111.5,120,Unhealthy for Sensitive Groups,18.7,31.6,16.9
Punjab,Pune,CO,211.7,395.9,236.4,240,Very Unhealthy,15.5,79.7,22.2
Bihar,Varanasi,CO,24.4,238.8,67.9,86,Moderate,37.4,35.1,1.1
Uttar Pradesh,Hapur,SO2,55.9,322.5,95.8,87,Moderate,35.1,59.7,29.0
Uttarakhand,Baghpat,NO2,14.4,390.0,34.6,39,Good,32.6,32.5,23.2
Jharkhand,Pali,PM10,6.4,261.7,28.5,48,Good,17.4,69.2,12.3
Tripura,Tirumala,PM10,7.0,279.4,120.2,149,Unhealthy for Sensitive Groups,30.6,76.5,12.8
Jharkhand,Boisar,CO,238.2,343.8,258.9,299,Very Unhealthy,36.1,46.0,13.5
Maharashtra,Virar,PM10,8.1,212.6,40.6,37,Good,27.9,33.6,14.4
Nagaland,Chandrapur,SO2,38.1,117.4,108.6,145,Unhealthy for Sensitive Groups,36.9,78.7,2.2
Karnataka,Chikkaballapur,CO,213.1,426.9,231.4,242,Very Unhealthy,38.7,75.2,24.6
Nagaland,Bhilwara,PM2.5,69.9,496.5,152.9,155,Unhealthy,29.9,77.9,24.7
Telangana,Cuddalore,NH3,0.0,62.1,18.6,22,Good,32.0,56.0,0.5
Kerala,Ratlam,CO,47.2,421.6,262.0,201,Very Unhealthy,30.6,51.4,23.7
Odisha,Moradabad,CO,61.0,283.9,194.3,153,Unhealthy,16.4,32.1,7.7
Arunachal Pradesh,Badlapur,PM10,85.0,443.1,229.8,221,Very Unhealthy,15.1,70.3,18.2
Tamil Nadu,Amravati,NH3,11.6,219.8,36.7,10,Good,27.3,83.6,2.7
Chhattisgarh,Nagaon,NO2,138.1,483.8,189.0,174,Unhealthy,35.6,75.7,19.8
Bihar,Jaisalmer,NO2,117.0,322.4,178.8,182,Unhealthy,24.9,39.1,28.7
Telangana,Parbhani,PM2.5,5.4,85.2,12.2,20,Good,26.3,47.8,18.0
Gujarat,Bilaspur,CO,241.9,493.9,256.9,244,Very Unhealthy,28.0,43.6,9.9
Punjab,Yamuna Nagar,NH3,12.6,77.4,56.4,97,Moderate,25.5,41.8,14.2
Jammu and Kashmir,Bathinda,CO,74.2,81.9,79.2,65,Moderate,37.3,35.9,18.7
Telangana,Latur,SO2,101.8,166.5,128.3,137,Unhealthy for Sensitive Groups,20.2,64.4,14.2
Haryana,Ratlam,PM10,10.9,305.9,11.7,1,Good,36.8,68.5,17.6
Sikkim,Hubballi,PM10,221.7,384.6,242.8,257,Very Unhealthy,20.5,78.8,16.4
Andhra Pradesh,Gadag,CO,81.1,473.6,150.3,359,Hazardous,38.3,68.8,18.0
Madhya Pradesh,Ratlam,PM2.5,29.0,95.8,88.8,57,Moderate,21.1,47.2,29.1
Bihar,Panchgaon,NO2,135.6,436.1,170.8,162,Unhealthy,39.5,57.6,29.2
Karnataka,Udaipur,PM10,48.0,191.2,76.6,77,Moderate,28.5,51.6,22.9
Arunachal Pradesh,Silchar,NO2,110.3,456.1,155.8,161,Unhealthy,39.2,48.0,12.8
Nagaland,Baripada,NO2,23.4,323.0,25.1,45,Good,39.2,88.5,27.7
Madhya Pradesh,Kashipur,CO,16.3,333.2,121.1,112,Unhealthy for Sensitive Groups,25.5,36.0,1.3
Jammu and Kashmir,Anantapur,NO2,17.4,320.2,150.5,301,Hazardous,39.8,49.9,24.9
Odisha,Asansol,SO2,14.3,454.6,133.1,134,Unhealthy for Sensitive Groups,18.9,34.8,25.2
Gujarat,Bettiah,PM2.5,130.6,365.1,211.3,276,Very Unhealthy,19.4,38.9,3.4
Meghalaya,Nagpur,CO,23.6,419.5,205.3,257,Very Unhealthy,16.6,38.6,20.2
Bihar,Maihar,NH3,100.5,277.7,130.9,147,Unhealthy for Sensitive Groups,29.4,86.8,2.3
Chandigarh,Machilipatnam,SO2,23.2,190.2,46.3,31,Good,18.9,89.4,26.1
Uttarakhand,Dharuhera,PM10,22.8,273.8,190.3,187,Unhealthy,33.0,50.3,10.0
Jharkhand,Kishanganj,PM2.5,107.9,248.6,147.2,145,Unhealthy for Sensitive Groups,36.2,66.4,14.7
Himachal Pradesh,Malegaon,NO2,25.8,94.6,39.7,48,Good,31.1,33.3,15.6
Mizoram,Firozabad,CO,9.0,466.4,57.8,86,Moderate,32.4,93.8,11.3
Sikkim,Chandigarh,SO2,36.1,329.7,37.2,43,Good,15.5,33.0,28.8
Jharkhand,Gwalior,CO,15.3,295.4,132.6,135,Unhealthy for Sensitive Groups,19.1,81.0,14.7
Chandigarh,Tirupati,NO2,112.6,291.1,257.4,281,Very Unhealthy,23.4,67.0,23.1
Assam,Khurja,CO,39.2,406.7,211.4,206,Very Unhealthy,27.5,71.6,2.0
Madhya Pradesh,Khurja,CO,3.7,464.7,118.7,146,Unhealthy for Sensitive Groups,34.5,58.6,0.2
Uttar Pradesh,Hajipur,OZONE,118.0,447.4,208.6,300,Very Unhealthy,16.3,88.3,2.4
Nagaland,Sangli,PM2.5,151.1,417.1,265.8,259,Very Unhealthy,31.1,50.2,4.7
Uttarakhand,Mathura,CO,27.2,422.3,131.2,107,Unhealthy for Sensitive Groups,15.1,61.6,22.7
Maharashtra,Nandesari,SO2,173.0,462.6,247.6,269,Very Unhealthy,37.5,41.7,22.4
Jammu and Kashmir,Modinagar,SO2,15.5,443.5,16.4,31,Good,29.7,33.1,17.0
Tamil Nadu,Ahmednagar,PM10,217.3,421.4,223.7,232,Very Unhealthy,36.2,54.3,27.7
Meghalaya,Yamuna Nagar,NO2,67.0,396.3,69.2,95,Moderate,33.6,68.1,1.6
Puducherry,Tumidih,SO2,30.4,499.9,52.2,58,Moderate,23.4,38.8,7.4
Telangana,Chhapra,CO,11.6,445.7,66.1,95,Moderate,27.1,34.9,12.0
Delhi,Banswara,NH3,43.8,442.9,168.1,161,Unhealthy,18.8,31.1,14.2
Kerala,Khanna,PM2.5,37.0,308.4,239.7,241,Very Unhealthy,23.8,62.0,19.2
Meghalaya,Ghaziabad,NO2,7.5,330.7,181.6,186,Unhealthy,35.7,76.2,24.4
Karnataka,Khairthal,SO2,36.2,186.0,49.5,11,Good,16.6,50.2,29.8
Nagaland,Banswara,NO2,10.8,233.4,184.8,192,Unhealthy,19.0,72.4,24.0
Uttarakhand,Raebareli,PM2.5,11.5,136.7,110.0,149,Unhealthy for Sensitive Groups,37.6,59.3,19.6
Delhi,Begusarai,PM10,5.6,309.1,54.5,65,Moderate,17.0,64.8,25.6
Bihar,Khanna,NH3,43.8,361.4,243.8,282,Very Unhealthy,34.8,34.9,18.6
Punjab,Kishanganj,NH3,127.2,228.7,219.5,278,Very Unhealthy,33.2,58.8,5.7
Chhattisgarh,Agartala,PM2.5,14.4,446.9,24.9,0,Good,38.1,68.4,29.6
Delhi,Kolhapur,NO2,43.9,243.7,70.6,84,Moderate,28.1,33.6,19.7
Karnataka,Mandi Gobindgarh,PM2.5,11.4,489.4,34.0,45,Good,39.2,64.7,16.2
Gujarat,Pithampur,SO2,5.1,390.2,135.5,139,Unhealthy for Sensitive Groups,18.4,78.1,24.6
Karnataka,Sivasagar,NH3,27.2,242.5,31.8,18,Good,36.9,61.0,24.6
Odisha,Patna,CO,7.2,205.1,104.9,146,Unhealthy for Sensitive Groups,27.4,35.4,18.3
Nagaland,Kollam,PM10,31.6,344.0,31.9,40,Good,34.7,83.8,6.8
Arunachal Pradesh,Haldia,SO2,108.3,266.6,139.8,130,Unhealthy for Sensitive Groups,16.4,47.2,6.5
Punjab,Jind,PM10,86.1,444.5,116.2,121,Unhealthy for Sensitive Groups,30.6,70.9,3.1
Telangana,Araria,NH3,108.5,284.7,230.4,247,Very Unhealthy,22.4,79.5,25.8
Odisha,Malegaon,PM10,29.1,469.7,232.2,201,Very Unhealthy,25.2,38.9,7.6
Jharkhand,Chandrapur,PM2.5,137.3,438.1,221.0,275,Very Unhealthy,39.6,55.8,10.3
Telangana,Anantapur,NH3,25.2,344.2,27.1,34,Good,36.1,49.1,28.1
Uttar Pradesh,Barmer,SO2,64.6,339.1,91.4,81,Moderate,34.2,50.5,1.9
Tamil Nadu,Tumidih,NH3,1.5,294.5,9.4,50,Good,22.8,43.5,13.9
Karnataka,Jhunjhunu,NH3,25.7,390.5,40.4,35,Good,29.4,47.3,14.9
Uttar Pradesh,Ludhiana,OZONE,18.8,457.8,96.6,62,Moderate,34.5,41.5,3.7
Jammu and Kashmir,Kalyan,OZONE,205.9,351.7,235.0,245,Very Unhealthy,37.1,93.5,14.2
Karnataka,Karauli,SO2,84.8,308.6,252.3,249,Very Unhealthy,39.8,44.4,14.4
Odisha,Srinagar,NH3,36.8,458.0,222.3,232,Very Unhealthy,20.4,87.4,12.3
Bihar,Aizawl,PM10,124.6,377.3,181.0,171,Unhealthy,16.1,75.7,17.9
Puducherry,Panipat,PM10,7.8,458.4,201.1,287,Very Unhealthy,34.7,31.9,7.2
Assam,Amravati,PM10,213.5,352.8,263.9,262,Very Unhealthy,26.6,69.8,28.0
Arunachal Pradesh,Modinagar,OZONE,159.4,250.1,177.3,164,Unhealthy,23.1,39.5,24.8
Chhattisgarh,Latur,NH3,96.2,399.0,250.8,260,Very Unhealthy,38.3,63.4,20.2
Delhi,Saharsa,PM10,240.0,388.5,244.5,235,Very Unhealthy,38.5,43.0,22.8
Punjab,Milupara,CO,76.4,224.9,166.1,166,Unhealthy,18.5,63.1,7.0
Meghalaya,Beed,SO2,53.7,337.5,56.0,87,Moderate,32.8,38.3,18.5
Nagaland,Vadodara,NO2,17.3,429.4,245.0,273,Very Unhealthy,29.8,92.2,25.3
Tripura,Sawai Madhopur,OZONE,41.8,377.6,151.7,200,Unhealthy,32.7,86.0,13.2
